id,name,relationship,relative,relativename
Q299020,Ronald Venetiaan,child,Q102256470,Shanti A. Venetiaan
Q3127467,Marie Levens,sibling,Q4951565,Alphons Levens
Q57667,Dési Bouterse,child,Q2750706,Dino Bouterse
