who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
64501365,,,,,,,,,0
64501365,List of Chairmen of the National Assembly of Suriname,Chairperson of the National Assembly of Suriname,2020-07-14,,Q1968705,Ronnie Brunswijk,,,1
64501365,National Assembly (Suriname),Member of the National Assembly,2010,,,,,,2
