@@,item,itemlabel,startdate,enddate
+++,Q2380953,Errol Snijders,1997,2000
+++,Q3127467,Marie Levens,2000,2005
->,Q58149,Lygia Kraag-Keteldijk,2000-05-25->2005,2005-09-01->2010
->,Q28859452,Yildiz Pollack-Beighle->Yldiz Pollack-Beighle,2017-02-01,2020-07-16
